@RELATION BnB
@ATTRIBUTE a1 REAL
@ATTRIBUTE a2 REAL
@ATTRIBUTE a3 REAL
@ATTRIBUTE a4 REAL
@ATTRIBUTE a5 REAL
@ATTRIBUTE a6 REAL
@ATTRIBUTE a7 REAL
@ATTRIBUTE a8 REAL
@ATTRIBUTE a9 REAL
@ATTRIBUTE a10 REAL
@ATTRIBUTE a11 REAL
@ATTRIBUTE a12 REAL
@ATTRIBUTE a13 REAL
@ATTRIBUTE a14 REAL
@ATTRIBUTE a15 REAL
@ATTRIBUTE a16 REAL
@ATTRIBUTE a17 REAL
@ATTRIBUTE a18 REAL
@ATTRIBUTE a19 REAL
@ATTRIBUTE a20 REAL
@ATTRIBUTE a21 REAL
@ATTRIBUTE a22 REAL
@ATTRIBUTE a23 REAL
@ATTRIBUTE a24 REAL
@ATTRIBUTE a25 REAL
@ATTRIBUTE a26 REAL
@ATTRIBUTE a27 REAL
@ATTRIBUTE a28 REAL
@ATTRIBUTE a29 REAL
@ATTRIBUTE a30 REAL
@ATTRIBUTE a31 REAL
@ATTRIBUTE a32 REAL
@ATTRIBUTE a33 REAL
@ATTRIBUTE a34 REAL
@ATTRIBUTE a35 REAL
@ATTRIBUTE a36 REAL
@ATTRIBUTE a37 REAL
@ATTRIBUTE a38 REAL
@ATTRIBUTE a39 REAL
@ATTRIBUTE a40 REAL
@ATTRIBUTE a41 REAL
@ATTRIBUTE a42 REAL
@ATTRIBUTE a43 REAL
@ATTRIBUTE a44 REAL
@ATTRIBUTE a45 REAL
@ATTRIBUTE a46 REAL
@ATTRIBUTE a47 REAL
@ATTRIBUTE a48 REAL
@ATTRIBUTE a49 REAL
@ATTRIBUTE a50 REAL
@ATTRIBUTE a51 REAL
@ATTRIBUTE a52 REAL
@ATTRIBUTE a53 REAL
@ATTRIBUTE a54 REAL
@ATTRIBUTE a55 REAL
@ATTRIBUTE a56 REAL
@ATTRIBUTE a57 REAL
@ATTRIBUTE a58 REAL
@ATTRIBUTE a59 REAL
@ATTRIBUTE a60 REAL
@ATTRIBUTE a61 REAL
@ATTRIBUTE a62 REAL
@ATTRIBUTE a63 REAL
@ATTRIBUTE a64 REAL
@ATTRIBUTE a65 REAL
@ATTRIBUTE a66 REAL
@ATTRIBUTE a67 REAL
@ATTRIBUTE a68 REAL
@ATTRIBUTE a69 REAL
@ATTRIBUTE a70 REAL
@ATTRIBUTE a71 REAL
@ATTRIBUTE a72 REAL
@ATTRIBUTE a73 REAL
@ATTRIBUTE a74 REAL
@ATTRIBUTE a75 REAL
@ATTRIBUTE a76 REAL
@ATTRIBUTE a77 REAL
@ATTRIBUTE a78 REAL
@ATTRIBUTE a79 REAL
@ATTRIBUTE a80 REAL
@ATTRIBUTE a81 REAL
@ATTRIBUTE a82 REAL
@ATTRIBUTE a83 REAL
@ATTRIBUTE a84 REAL
@ATTRIBUTE a85 REAL
@ATTRIBUTE a86 REAL
@ATTRIBUTE a87 REAL
@ATTRIBUTE a88 REAL
@ATTRIBUTE a89 REAL
@ATTRIBUTE a90 REAL
@ATTRIBUTE a91 REAL
@ATTRIBUTE a92 REAL
@ATTRIBUTE a93 REAL
@ATTRIBUTE a94 REAL
@ATTRIBUTE a95 REAL
@ATTRIBUTE a96 REAL
@ATTRIBUTE a97 REAL
@ATTRIBUTE a98 REAL
@ATTRIBUTE a99 REAL
@ATTRIBUTE a100 REAL
@ATTRIBUTE a101 REAL
@ATTRIBUTE a102 REAL
@ATTRIBUTE a103 REAL
@ATTRIBUTE a104 REAL
@ATTRIBUTE a105 REAL
@ATTRIBUTE a106 REAL
@ATTRIBUTE a107 REAL
@ATTRIBUTE a108 REAL
@ATTRIBUTE a109 REAL
@ATTRIBUTE a110 REAL
@ATTRIBUTE a111 REAL
@ATTRIBUTE a112 REAL
@ATTRIBUTE a113 REAL
@ATTRIBUTE a114 REAL
@ATTRIBUTE a115 REAL
@ATTRIBUTE a116 REAL
@ATTRIBUTE a117 REAL
@ATTRIBUTE a118 REAL
@ATTRIBUTE a119 REAL
@ATTRIBUTE a120 REAL
@ATTRIBUTE a121 REAL
@ATTRIBUTE a122 REAL
@ATTRIBUTE a123 REAL
@ATTRIBUTE a124 REAL
@ATTRIBUTE a125 REAL
@ATTRIBUTE a126 REAL
@ATTRIBUTE a127 REAL
@ATTRIBUTE a128 REAL
@ATTRIBUTE a129 REAL
@ATTRIBUTE a130 REAL
@ATTRIBUTE a131 REAL
@ATTRIBUTE a132 REAL
@ATTRIBUTE a133 REAL
@ATTRIBUTE a134 REAL
@ATTRIBUTE a135 REAL
@ATTRIBUTE a136 REAL
@ATTRIBUTE a137 REAL
@ATTRIBUTE a138 REAL
@ATTRIBUTE a139 REAL
@ATTRIBUTE a140 REAL
@ATTRIBUTE a141 REAL
@ATTRIBUTE a142 REAL
@ATTRIBUTE a143 REAL
@ATTRIBUTE a144 REAL
@ATTRIBUTE a145 REAL
@ATTRIBUTE a146 REAL
@ATTRIBUTE a147 REAL
@ATTRIBUTE a148 REAL
@ATTRIBUTE a149 REAL
@ATTRIBUTE a150 REAL
@ATTRIBUTE class     {0, 1}
@DATA
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.001180, 0.002529, 0.006408, 0.010961, 0.019561, 0.039123, 0.060202, 0.069139, 0.078077, 0.085665, 0.087014, 0.075210, 0.075379, 0.069477, 0.056661, 0.065092, 0.047892, 0.048566, 0.047723, 0.057841, 0.068128, 0.063237, 0.071500, 0.086340, 0.077740, 0.084991, 0.069645, 0.065598, 0.075716, 0.078414, 0.106407, 0.115513, 0.101517, 0.126137, 0.276726, 0.278075, 0.012816, 0.000000, 0.000000, 0.000337, 0.000337, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000169, 0.001349, 0.004047, 0.009443, 0.014502, 0.025632, 0.058347, 0.054468, 0.059190, 0.069645, 0.062394, 0.065429, 0.049915, 0.053119, 0.063575, 0.052276, 0.060371, 0.046711, 0.051264, 0.042158, 0.050421, 0.059190, 0.052613, 0.060371, 0.064586, 0.071500, 0.076391, 0.064586, 0.062900, 0.071500, 0.078414, 0.091736, 0.081618, 0.083979, 0.103035, 0.175209, 0.352442, 0.290891, 0.025969, 0.001180, 0.000337, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000169, 0.000506, 0.002024, 0.004890, 0.010624, 0.021416, 0.033052, 0.062731, 0.109274, 0.135749, 0.096458, 0.087689, 0.078751, 0.075547, 0.095615, 0.068634, 0.062057, 0.056492, 0.049578, 0.052951, 0.033221, 0.033558, 0.032040, 0.031197, 0.038617, 0.034907, 0.040978, 0.040809, 0.043001, 0.049072, 0.031366, 0.034570, 0.039966, 0.044350, 0.058178, 0.053288, 0.051602, 0.064080, 0.069477, 0.253624, 0.195277, 0.148397, 0.233219, 0.003879, 0.000000, 0.000000, 0.000000, 1
0.000000, 0.000000, 0.002369, 0.040164, 0.095725, 0.103586, 0.129536, 0.131582, 0.088188, 0.075374, 0.059115, 0.042317, 0.037580, 0.022828, 0.021859, 0.015829, 0.015075, 0.019705, 0.011952, 0.012598, 0.012168, 0.010983, 0.011845, 0.007537, 0.009045, 0.007860, 0.007430, 0.009799, 0.006245, 0.005922, 0.007968, 0.006676, 0.005599, 0.005492, 0.004953, 0.005492, 0.003553, 0.005815, 0.004415, 0.004630, 0.004630, 0.005707, 0.005492, 0.003984, 0.006353, 0.007214, 0.012275, 0.379672, 0.265749, 0.004307, 0.000000, 0.000000, 0.001507, 0.028642, 0.086142, 0.096802, 0.092603, 0.103586, 0.085604, 0.076236, 0.062884, 0.055669, 0.054485, 0.039841, 0.031334, 0.024551, 0.019705, 0.022720, 0.016152, 0.014213, 0.013567, 0.013137, 0.013029, 0.010875, 0.010660, 0.007860, 0.007214, 0.009153, 0.008614, 0.006999, 0.007322, 0.006138, 0.005922, 0.006030, 0.004415, 0.005061, 0.005492, 0.005492, 0.004092, 0.004092, 0.005384, 0.005815, 0.004415, 0.005384, 0.005815, 0.005922, 0.010122, 0.066437, 0.574891, 0.012168, 0.003553, 0.050070, 0.138581, 0.107247, 0.108647, 0.101002, 0.091418, 0.094326, 0.053947, 0.042640, 0.030365, 0.026704, 0.021643, 0.016690, 0.015936, 0.014213, 0.012921, 0.013029, 0.010875, 0.008507, 0.006676, 0.010552, 0.008507, 0.006784, 0.007214, 0.008076, 0.006353, 0.009260, 0.006030, 0.004307, 0.004630, 0.005169, 0.005169, 0.004845, 0.004738, 0.004415, 0.003876, 0.005815, 0.005061, 0.004415, 0.004953, 0.005707, 0.006891, 0.010875, 0.036503, 0.435772, 0.177776, 0.001400, 0.000108, 0.000000, 1
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000380, 0.006201, 0.022780, 0.039232, 0.070238, 0.082514, 0.094536, 0.105040, 0.059354, 0.051634, 0.049862, 0.047078, 0.043155, 0.023792, 0.023539, 0.019489, 0.018604, 0.030626, 0.039738, 0.041510, 0.048723, 0.055684, 0.098839, 0.096688, 0.112887, 0.115418, 0.458380, 0.217421, 0.000127, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000127, 0.002911, 0.015946, 0.027209, 0.048091, 0.087702, 0.081248, 0.085045, 0.069605, 0.053406, 0.056443, 0.037334, 0.041130, 0.037460, 0.036068, 0.028348, 0.029487, 0.034296, 0.031259, 0.025817, 0.036195, 0.035562, 0.047584, 0.059101, 0.055811, 0.075300, 0.066947, 0.092005, 0.044674, 0.024805, 0.027969, 0.015566, 0.022780, 0.027336, 0.148575, 0.459140, 0.005189, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.001139, 0.010884, 0.029108, 0.060240, 0.072895, 0.079223, 0.075933, 0.057203, 0.049862, 0.040751, 0.033410, 0.034296, 0.030626, 0.033410, 0.028601, 0.034549, 0.032778, 0.026576, 0.026956, 0.022906, 0.021388, 0.031765, 0.024172, 0.028981, 0.029361, 0.036827, 0.064163, 0.064163, 0.078337, 0.074541, 0.076186, 0.060240, 0.025944, 0.024425, 0.031006, 0.134401, 0.481540, 0.004683, 0.000000, 1
0.008985, 0.017611, 0.018869, 0.021925, 0.029832, 0.033965, 0.032348, 0.041872, 0.034145, 0.041872, 0.040255, 0.042950, 0.055530, 0.046006, 0.042950, 0.037200, 0.045646, 0.050139, 0.047084, 0.047803, 0.053733, 0.059843, 0.104231, 0.092011, 0.118428, 0.113037, 0.108544, 0.122741, 0.136579, 0.124538, 0.119686, 0.113936, 0.133704, 0.116811, 0.105669, 0.058765, 0.036301, 0.027316, 0.022104, 0.025878, 0.030011, 0.022823, 0.022464, 0.022284, 0.031629, 0.069008, 0.071524, 0.082846, 0.043490, 0.017432, 0.136219, 0.240810, 0.247639, 0.217987, 0.184381, 0.153651, 0.167848, 0.155628, 0.079971, 0.054632, 0.049600, 0.040974, 0.042232, 0.029293, 0.030910, 0.021206, 0.020127, 0.017971, 0.010962, 0.011322, 0.009165, 0.007727, 0.010783, 0.008985, 0.011681, 0.013838, 0.023722, 0.042771, 0.040255, 0.037379, 0.051756, 0.047263, 0.061640, 0.051397, 0.035942, 0.032527, 0.027316, 0.028933, 0.026777, 0.026777, 0.030730, 0.023542, 0.021925, 0.017072, 0.020846, 0.024620, 0.046185, 0.119147, 0.105489, 0.024800, 0.008267, 0.108005, 0.201094, 0.153112, 0.231825, 0.217628, 0.195523, 0.189054, 0.159042, 0.171982, 0.108724, 0.046365, 0.028214, 0.019948, 0.016713, 0.012759, 0.011681, 0.010423, 0.008267, 0.009525, 0.006649, 0.006829, 0.005930, 0.004672, 0.006290, 0.007727, 0.006649, 0.012041, 0.008267, 0.008267, 0.013298, 0.019588, 0.036481, 0.033606, 0.038098, 0.050498, 0.038997, 0.059304, 0.060382, 0.040614, 0.044208, 0.042950, 0.051756, 0.041333, 0.026777, 0.024980, 0.033785, 0.125796, 0.149338, 0.031090, 1
0.123983, 0.125804, 0.094581, 0.107720, 0.128536, 0.118779, 0.407594, 0.230402, 0.078579, 0.063748, 0.057633, 0.046835, 0.051909, 0.033175, 0.034996, 0.032654, 0.035126, 0.037338, 0.029402, 0.025759, 0.022897, 0.022377, 0.023678, 0.017043, 0.014050, 0.012619, 0.012359, 0.009627, 0.008456, 0.004553, 0.006765, 0.004814, 0.004553, 0.004163, 0.004814, 0.007546, 0.008066, 0.009107, 0.009887, 0.010278, 0.008326, 0.008196, 0.009237, 0.005464, 0.004944, 0.003252, 0.004944, 0.002862, 0.000911, 0.001171, 0.229752, 0.177973, 0.441810, 0.031093, 0.058674, 0.051779, 0.051128, 0.080140, 0.054381, 0.040981, 0.036948, 0.031874, 0.040981, 0.033695, 0.033175, 0.032654, 0.038509, 0.037858, 0.037208, 0.033305, 0.032654, 0.027581, 0.030703, 0.026150, 0.024718, 0.022377, 0.022247, 0.025499, 0.019384, 0.024718, 0.023157, 0.023808, 0.032264, 0.029922, 0.032524, 0.033305, 0.031093, 0.026930, 0.019384, 0.014571, 0.010798, 0.007155, 0.005334, 0.004423, 0.002732, 0.001951, 0.001041, 0.000260, 0.000130, 0.000781, 0.110843, 0.142196, 0.100435, 0.084303, 0.119429, 0.203212, 0.435695, 0.114876, 0.085084, 0.066219, 0.056332, 0.043062, 0.047225, 0.041631, 0.038899, 0.041241, 0.037208, 0.043713, 0.033305, 0.024198, 0.027711, 0.024068, 0.023938, 0.016913, 0.017043, 0.014050, 0.012619, 0.015482, 0.012359, 0.011318, 0.015872, 0.013400, 0.014311, 0.010148, 0.008066, 0.005464, 0.002862, 0.005984, 0.001561, 0.002862, 0.001561, 0.001301, 0.000650, 0.000650, 0.000260, 0.000130, 0.000390, 0.000390, 0.000260, 0.000781, 1
0.000552, 0.002575, 0.096376, 0.269815, 0.180796, 0.151553, 0.125803, 0.133712, 0.091410, 0.089387, 0.079087, 0.078167, 0.082030, 0.070626, 0.062902, 0.062350, 0.064005, 0.065293, 0.058488, 0.050947, 0.057016, 0.043222, 0.054073, 0.046533, 0.037336, 0.041567, 0.034394, 0.043406, 0.034945, 0.032554, 0.030899, 0.028508, 0.034026, 0.027772, 0.023726, 0.027956, 0.025749, 0.033658, 0.026669, 0.023358, 0.021703, 0.027037, 0.038440, 0.042486, 0.048004, 0.130769, 0.165347, 0.015633, 0.000736, 0.000000, 0.009748, 0.244250, 0.157806, 0.113848, 0.113848, 0.097111, 0.101709, 0.106308, 0.072282, 0.075225, 0.073017, 0.068971, 0.084605, 0.058855, 0.064741, 0.065844, 0.064189, 0.073937, 0.058671, 0.055545, 0.047820, 0.049659, 0.054073, 0.042118, 0.043038, 0.037152, 0.038256, 0.046165, 0.042486, 0.031083, 0.032187, 0.037888, 0.043590, 0.032370, 0.029244, 0.030899, 0.028140, 0.033290, 0.027956, 0.027037, 0.030163, 0.037888, 0.054073, 0.039543, 0.124700, 0.162588, 0.044325, 0.004966, 0.000000, 0.000184, 0.238180, 0.357547, 0.259699, 0.162588, 0.128930, 0.107963, 0.092145, 0.095088, 0.071178, 0.063086, 0.060695, 0.058120, 0.059223, 0.045613, 0.041567, 0.038992, 0.033842, 0.039360, 0.032003, 0.033290, 0.033290, 0.039360, 0.042670, 0.034394, 0.033474, 0.028692, 0.027405, 0.032922, 0.024462, 0.021519, 0.022623, 0.017841, 0.023542, 0.017841, 0.019680, 0.019680, 0.014530, 0.020415, 0.018760, 0.018944, 0.019864, 0.022806, 0.035865, 0.033474, 0.034578, 0.058855, 0.112929, 0.140149, 0.023174, 0.000552, 1
0.003181, 0.012351, 0.101991, 0.263304, 0.253760, 0.186390, 0.145594, 0.160939, 0.108166, 0.095441, 0.080470, 0.076540, 0.080844, 0.076727, 0.075791, 0.078411, 0.076353, 0.084212, 0.071861, 0.066808, 0.057452, 0.054270, 0.062504, 0.081780, 0.074855, 0.056890, 0.041358, 0.040609, 0.042668, 0.049966, 0.044726, 0.041732, 0.037802, 0.041358, 0.057264, 0.040235, 0.021708, 0.022831, 0.020772, 0.010480, 0.014035, 0.012164, 0.009170, 0.008608, 0.005614, 0.006176, 0.009544, 0.000374, 0.000000, 0.000000, 0.001871, 0.011041, 0.123699, 0.244964, 0.215396, 0.166740, 0.136798, 0.144658, 0.109850, 0.088891, 0.084025, 0.073358, 0.069990, 0.052399, 0.059884, 0.056142, 0.050715, 0.064376, 0.055954, 0.059697, 0.063253, 0.077850, 0.090014, 0.060446, 0.050340, 0.053334, 0.061943, 0.059136, 0.036492, 0.036866, 0.069803, 0.057077, 0.039112, 0.027322, 0.038551, 0.068680, 0.063253, 0.045662, 0.021895, 0.017778, 0.030129, 0.038925, 0.036492, 0.020211, 0.009918, 0.010667, 0.009731, 0.000749, 0.000000, 0.000000, 0.000187, 0.004866, 0.050340, 0.151395, 0.232987, 0.224566, 0.200051, 0.169548, 0.104985, 0.086271, 0.066621, 0.058574, 0.058949, 0.041358, 0.041545, 0.039673, 0.042480, 0.043042, 0.037053, 0.038551, 0.038738, 0.031626, 0.039299, 0.031439, 0.034621, 0.038738, 0.054457, 0.078037, 0.071487, 0.069803, 0.068118, 0.064937, 0.066808, 0.043042, 0.038738, 0.057826, 0.052586, 0.036679, 0.022457, 0.019650, 0.013474, 0.011228, 0.011603, 0.008608, 0.011228, 0.032001, 0.094505, 0.157945, 0.064563, 0.008796, 1
0.000404, 0.006269, 0.088978, 0.249543, 0.183214, 0.145398, 0.122547, 0.118503, 0.096056, 0.084125, 0.078867, 0.076238, 0.073003, 0.062487, 0.057431, 0.055207, 0.051365, 0.067138, 0.052780, 0.058847, 0.058038, 0.057836, 0.064105, 0.052376, 0.057229, 0.054196, 0.062082, 0.064914, 0.053994, 0.046511, 0.048938, 0.047725, 0.061476, 0.041456, 0.046916, 0.046309, 0.043074, 0.046511, 0.041860, 0.037816, 0.039029, 0.039029, 0.046511, 0.052578, 0.089989, 0.142769, 0.087158, 0.049545, 0.003842, 0.001011, 0.009707, 0.186854, 0.149038, 0.123558, 0.113043, 0.094034, 0.089180, 0.104954, 0.078463, 0.079271, 0.087158, 0.078867, 0.084529, 0.065318, 0.061880, 0.061071, 0.065116, 0.074014, 0.059656, 0.059049, 0.052174, 0.049949, 0.064711, 0.057634, 0.050556, 0.051162, 0.052780, 0.067947, 0.055005, 0.057027, 0.058240, 0.056016, 0.062285, 0.049342, 0.047320, 0.041051, 0.040849, 0.051365, 0.042265, 0.039636, 0.044489, 0.046107, 0.085338, 0.070778, 0.128209, 0.058645, 0.071587, 0.032558, 0.002629, 0.000809, 0.201414, 0.349037, 0.279472, 0.168047, 0.130434, 0.114256, 0.101314, 0.097674, 0.069160, 0.061274, 0.056016, 0.051162, 0.062082, 0.054802, 0.045905, 0.044894, 0.043478, 0.053589, 0.050354, 0.045298, 0.041658, 0.050556, 0.046511, 0.037411, 0.047522, 0.039636, 0.038625, 0.044085, 0.031547, 0.039029, 0.032558, 0.024267, 0.036198, 0.026693, 0.028716, 0.029929, 0.026693, 0.029929, 0.026289, 0.029322, 0.028311, 0.032558, 0.045096, 0.040242, 0.069767, 0.093225, 0.086551, 0.076036, 0.046309, 0.008291, 1
0.000000, 0.002692, 0.033443, 0.017855, 0.026783, 0.032735, 0.034010, 0.047047, 0.034293, 0.033727, 0.031743, 0.027208, 0.035710, 0.029192, 0.032593, 0.034577, 0.026783, 0.032876, 0.027916, 0.022957, 0.021681, 0.020689, 0.023524, 0.017430, 0.020973, 0.020689, 0.021540, 0.020264, 0.017997, 0.018705, 0.019131, 0.015446, 0.019414, 0.012470, 0.016863, 0.015021, 0.016438, 0.022390, 0.018280, 0.023807, 0.023665, 0.032026, 0.049031, 0.045488, 0.060793, 0.108690, 0.140007, 0.467920, 0.113083, 0.334147, 0.000000, 0.002976, 0.036136, 0.025791, 0.029759, 0.032168, 0.034435, 0.044355, 0.030892, 0.030042, 0.030609, 0.029759, 0.036136, 0.033301, 0.032876, 0.030042, 0.032309, 0.033585, 0.026074, 0.027491, 0.028767, 0.024799, 0.028767, 0.025933, 0.020264, 0.019272, 0.022673, 0.023382, 0.016863, 0.016296, 0.017288, 0.015871, 0.018847, 0.013746, 0.014313, 0.018564, 0.022673, 0.032735, 0.032026, 0.030042, 0.037836, 0.039678, 0.060793, 0.064194, 0.102738, 0.113792, 0.149927, 0.369008, 0.040670, 0.321252, 0.000000, 0.002551, 0.033301, 0.025366, 0.032026, 0.038403, 0.041237, 0.057108, 0.039678, 0.036986, 0.037411, 0.035285, 0.044780, 0.036136, 0.032309, 0.026925, 0.034435, 0.039253, 0.024374, 0.025366, 0.025224, 0.023382, 0.024657, 0.022673, 0.018422, 0.018280, 0.016580, 0.020973, 0.014029, 0.017288, 0.015304, 0.014029, 0.019272, 0.026641, 0.022673, 0.025791, 0.027208, 0.035144, 0.028767, 0.030609, 0.038828, 0.041520, 0.065327, 0.089276, 0.103305, 0.134056, 0.188330, 0.231976, 0.033018, 0.306231, 1
0.000000, 0.001374, 0.009463, 0.012058, 0.032662, 0.097071, 0.059677, 0.057693, 0.048230, 0.052657, 0.051741, 0.044720, 0.051130, 0.041210, 0.036020, 0.040446, 0.044262, 0.048994, 0.042125, 0.047620, 0.048230, 0.041362, 0.047620, 0.043499, 0.043804, 0.044415, 0.055557, 0.092645, 0.173538, 0.143165, 0.167280, 0.283583, 0.359286, 0.119660, 0.016636, 0.001068, 0.000153, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.001832, 0.009463, 0.014042, 0.089593, 0.054336, 0.025794, 0.034647, 0.026252, 0.037241, 0.038462, 0.035562, 0.050978, 0.045941, 0.052504, 0.052351, 0.054183, 0.064409, 0.052809, 0.055099, 0.045483, 0.043499, 0.055404, 0.046399, 0.041820, 0.043804, 0.041820, 0.059372, 0.089287, 0.170027, 0.135534, 0.198416, 0.361117, 0.269083, 0.086387, 0.015568, 0.002137, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.001679, 0.008395, 0.021063, 0.071125, 0.092340, 0.051893, 0.044415, 0.052199, 0.044567, 0.040599, 0.039073, 0.036631, 0.040294, 0.036325, 0.039073, 0.046246, 0.041820, 0.050825, 0.047467, 0.041515, 0.041820, 0.036631, 0.054488, 0.037699, 0.038157, 0.040141, 0.036478, 0.037241, 0.039836, 0.055557, 0.106229, 0.141639, 0.156749, 0.146065, 0.136602, 0.169875, 0.259009, 0.115997, 0.002747, 0.000153, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1
0.001399, 0.008556, 0.022296, 0.022213, 0.021637, 0.017606, 0.021637, 0.026080, 0.021637, 0.022049, 0.026574, 0.023859, 0.027232, 0.018840, 0.021144, 0.019663, 0.019992, 0.020650, 0.018840, 0.016208, 0.016701, 0.014315, 0.016619, 0.009955, 0.010860, 0.009708, 0.011107, 0.010202, 0.009132, 0.009050, 0.007569, 0.009955, 0.010202, 0.005759, 0.006829, 0.007404, 0.005677, 0.009214, 0.008639, 0.007487, 0.006417, 0.006170, 0.007404, 0.009544, 0.009544, 0.012012, 0.018758, 0.042946, 0.080955, 0.559695, 0.000576, 0.001892, 0.006746, 0.009214, 0.013328, 0.014973, 0.015961, 0.021226, 0.020321, 0.020074, 0.021637, 0.021144, 0.025011, 0.020568, 0.020486, 0.021226, 0.019416, 0.026574, 0.022131, 0.023036, 0.019416, 0.017771, 0.016948, 0.014151, 0.015467, 0.015878, 0.012012, 0.014068, 0.012341, 0.012670, 0.010695, 0.006911, 0.011271, 0.009379, 0.007487, 0.006006, 0.007734, 0.008721, 0.009297, 0.008803, 0.007569, 0.006664, 0.008803, 0.008145, 0.009873, 0.009379, 0.015138, 0.040642, 0.088113, 0.571048, 0.004936, 0.018758, 0.035624, 0.030111, 0.031428, 0.032004, 0.029782, 0.034801, 0.024352, 0.025669, 0.023118, 0.018018, 0.024599, 0.016619, 0.018758, 0.015632, 0.016125, 0.017524, 0.013904, 0.011683, 0.010531, 0.011271, 0.012588, 0.008392, 0.009873, 0.009214, 0.007487, 0.008721, 0.006499, 0.007734, 0.006829, 0.006170, 0.007569, 0.006993, 0.006664, 0.005759, 0.005759, 0.006993, 0.006829, 0.006664, 0.006417, 0.008063, 0.008227, 0.008639, 0.012999, 0.013493, 0.021226, 0.042288, 0.077582, 0.547025, 1
0.001979, 0.026088, 0.043899, 0.023929, 0.018891, 0.023929, 0.031485, 0.044259, 0.050016, 0.057393, 0.060631, 0.069087, 0.087078, 0.077183, 0.078802, 0.076823, 0.070706, 0.072505, 0.055593, 0.049656, 0.048757, 0.044799, 0.052715, 0.038861, 0.041200, 0.038861, 0.044079, 0.048037, 0.041200, 0.040301, 0.036882, 0.032564, 0.039041, 0.034364, 0.030765, 0.034004, 0.038861, 0.057033, 0.038861, 0.041020, 0.046958, 0.040121, 0.046418, 0.047317, 0.068367, 0.075564, 0.060271, 0.092116, 0.418840, 0.209600, 0.035983, 0.037782, 0.031485, 0.018711, 0.020870, 0.020150, 0.019251, 0.028426, 0.031305, 0.029326, 0.031845, 0.042460, 0.054694, 0.054874, 0.057033, 0.060811, 0.066928, 0.094275, 0.086719, 0.093555, 0.093555, 0.091936, 0.096614, 0.070346, 0.060271, 0.046598, 0.040661, 0.043899, 0.037242, 0.031125, 0.039401, 0.033284, 0.041560, 0.037062, 0.035263, 0.035083, 0.048577, 0.055773, 0.045158, 0.048577, 0.053434, 0.075564, 0.074844, 0.034004, 0.037062, 0.043359, 0.053794, 0.223094, 0.401209, 0.002879, 0.068547, 0.069987, 0.076643, 0.080062, 0.109748, 0.125220, 0.137274, 0.150408, 0.117124, 0.095894, 0.083300, 0.063690, 0.072146, 0.050196, 0.044619, 0.042460, 0.033824, 0.038502, 0.032744, 0.027887, 0.032385, 0.026807, 0.031665, 0.021950, 0.022129, 0.023389, 0.020690, 0.028786, 0.020870, 0.020330, 0.022309, 0.022849, 0.036163, 0.037242, 0.037062, 0.042100, 0.055593, 0.074664, 0.063150, 0.033644, 0.029686, 0.030226, 0.045338, 0.040121, 0.044439, 0.074484, 0.294519, 0.194667, 0.000180, 0.000000, 1
